"ID_wyrobu","Opis_wyrobu","Kod FG","Nazwa_wyrobu","Data_wprowadzenia","Indeks CMJ","Waga jednostki netto","ID_rodzaj_wyrobu","Ilosc_w_pudle"
1274,"4 Christmas Cubes (RSPO-SG)2023- Waitrose","FG090617","4 Christmas Cubes (RSPO-SG)2023- Waitrose",18.10.2023 00:00:00,"22C00140",194.04,2,12.00
1275,"8 Chocolate Nom Noms -  Aldi","FG220101","8 Chocolate Nom Noms (RSPO-SG)-Aldi",29.3.2023 00:00:00,"22C08041",135.20,2,12.00
1276,"Finest Iced Bar (RSPO-SG) 2023- TESCO","FG140715","Finest Iced Bar(Snowflake) 400g (RSPO-SG) 2023- TESCO",11.7.2023 00:00:00,"22N00001",400.00,9,12.00
1277,"Iceland 2023 Mary Berry Premium AOI 900g","FG140821","Premium AOI Cake 900g 2023- Iceland",24.7.2023 00:00:00,"22M00172",900.00,9,4.00
1278,"Finest Mini Gift Cake 150g 2023(RSPO-SG)- TESCO","FG140714","Finest Mini Gift Cake 150g (RSPO-SG)2023- TESCO",6.6.2023 00:00:00,"22M00101",150.00,9,12.00
1279,"Standard Iced bar (RSPO-SG)2023- Co-op","FG140787","Standard Iced bar (RSPO-SG)2023- Co-op",26.5.2023 00:00:00,"22N00007",400.00,9,12.00
1280,"Finest Rich Fruit Round Cake 800g 2023 TESCO","FG140713","Finest Rich Fruit Round Cake 800g 2023 - TESCO",25.7.2023 00:00:00,"22M00099",800.00,9,12.00
1281,"Finest AOI (RSPO-SG) 2023-TESCO","FG140677","Finest AOI (RSPO-SG) 2023 -TESCO",6.7.2023 00:00:00,"22M00126",907.00,9,12.00
1283,"6 Assorted Jam Tarts","FG120269","Hoppers 6 Assorted Jam Tarts - Iceland (RSPO-SG)",26.5.2023 00:00:00,"22T10262",168.00,1,12.00
1284,"Holly Lane TIR (RSPO-SG) 2023-Aldi","FG140820","Holly Lane TIR (RSPO-SG) 2023-ALDI",1.6.2023 00:00:00,"22M00142",907.00,9,12.00
1285,"Holly Lane Iced Bar (RSPO-SG) 2023-Aldi","FG140819","Holly Lane Iced Bar (RSPO-SG) 2023-Aldi",1.6.2023 00:00:00,"22N00009",400.00,9,12.00
1286,"ES 9 Mini Mince Pies 2023 -ASDA","FG020344","ES 9 Mini Mince Pies 2023 -ASDA",21.8.2023 00:00:00,"22T50001",254.70,1,12.00
1287,"5 Reindeer Mini Rolls (RSPO-SG;RA-MB) 2023- ASDA"," FG030288","5 Reindeer Mini Rolls (RSPO-SG;RA-MB) 2023- ASDA",8.11.2023 00:00:00,"22C08124",128.00,2,12.00
1288,"ES Mini Gift Cake (RSPO-SG) 2023-ASDA","FG140818","ES Mini Gift Cake (RSPO-SG) 2023-ASDA",11.7.2023 00:00:00,"22M70001",150.00,9,12.00
1289,"9 S/S Mini Mince Pies 2023-Aldi","FG020381","9 S/S Mini Mince Pies 2023-ALDI",29.8.2023 00:00:00,"22T50007",224.00,1,12.00
1290,"5 Mini Yule Logs (RSPO-SG) 2023 -Aldi","FG030293","5 Mini Yule Logs (RSPO-SG;RA-MB) 2023 -ALDI",23.8.2023 00:00:00,"22C08127",130.00,2,12.00
1291,"9 Finest Mini Mince Pies 2023- TESCO","FG020349","9 Finest Mini Mince Pies 2023- TESCO",1.6.2023 00:00:00,"22T60006",185.40,1,12.00
